Phase/Module,Specific Task,Inferred Course Competency,Expected Level,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Arm-Hand Steadiness,Auditory Attention,Category Flexibility,Control Precision,Deductive Reasoning,Depth Perception,Dynamic Flexibility,Dynamic Strength,Explosive Strength,Extent Flexibility,Far Vision,Finger Dexterity,Flexibility of Closure,Fluency of Ideas,Glare Sensitivity,Gross Body Coordination,Gross Body Equilibrium,Hearing Sensitivity,Inductive Reasoning,Information Ordering,Manual Dexterity,Mathematical Reasoning,Memorization,Multilimb Coordination,Near Vision,Night Vision,Number Facility,Oral Comprehension,Oral Expression,Originality,Perceptual Speed,Peripheral Vision,Problem Sensitivity,Rate Control,Reaction Time,Response Orientation,Selective Attention,Sound Localization,Spatial Orientation,Speech Clarity,Speech Recognition,Speed of Closure,Speed of Limb Movement,Stamina,Static Strength,Time Sharing,Trunk Strength,Visual Color Discrimination,Visualization,Wrist-Finger Speed,Written Comprehension,Written Expression,Analyzing Data or Information,Assisting and Caring for Others,Coaching and Developing Others,Communicating with People Outside the Organization,"Communicating with Supervisors, Peers, or Subordinates",Controlling Machines and Processes,Coordinating the Work and Activities of Others,Developing Objectives and Strategies,Developing and Building Teams,Documenting/Recording Information,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Establishing and Maintaining Interpersonal Relationships,"Estimating the Quantifiable Characteristics of Products, Events, or Information",Evaluating Information to Determine Compliance with Standards,Getting Information,"Guiding, Directing, and Motivating Subordinates",Handling and Moving Objects,"Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials",Interpreting the Meaning of Information for Others,"Judging the Qualities of Objects, Services, or People",Making Decisions and Solving Problems,"Monitoring Processes, Materials, or Surroundings",Monitoring and Controlling Resources,"Operating Vehicles, Mechanized Devices, or Equipment","Organizing, Planning, and Prioritizing Work",Performing Administrative Activities,Performing General Physical Activities,Performing for or Working Directly with the Public,Processing Information,Providing Consultation and Advice to Others,Repairing and Maintaining Electronic Equipment,Repairing and Maintaining Mechanical Equipment,Resolving Conflicts and Negotiating with Others,Scheduling Work and Activities,Selling or Influencing Others,Staffing Organizational Units,Thinking Creatively,Training and Teaching Others,Updating and Using Relevant Knowledge,Working with Computers,Achievement/Effort,Adaptability/Flexibility,Analytical Thinking,Attention to Detail,Concern for Others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Self-Control,Social Orientation,Stress Tolerance
Professional Communication,"Lead meetings, workshops, and discussions productively.",Facilitating Group Communication and Decision-Making,4,0,40,0,40,40,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,40,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Professional Communication,Provide e-coaching or remote guidance to colleagues or clients.,Remote Coaching and Mentoring,4,0,40,0,0,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Communication,Identify and de-escalate 'drama triangle' dynamics in team interactions.,Conflict Resolution and Team Dynamics Management,4,0,40,0,0,50,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,30
Professional Communication,Apply specific conversation techniques to address and overcome resistance in discussions.,Advanced Persuasion and Influence Techniques,4,0,40,0,0,40,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,50,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Communication,Conduct non-directive interviews to facilitate self-discovery and problem-solving.,Non-Directive Interviewing and Facilitation,4,0,50,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Communication,Apply directive interviewing techniques for clear guidance and instruction.,Directive Interviewing and Information Gathering,3,0,30,0,0,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Communication,Provide constructive feedback to colleagues or team members.,Giving and Receiving Feedback,4,0,30,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Organizational Psychology,Analyze organizational structures and processes to identify areas for efficiency and improvement.,Organizational Analysis and Process Improvement,5,0,0,50,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,30,0,0,0,0,0,50,0,0,0,0,30,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,40,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,0,0,0,40,0,0,0,0,0,0
Organizational Psychology,Develop and implement strategies to enhance employee work motivation and satisfaction.,Strategy Development for Employee Motivation,5,20,40,50,40,50,0,0,0,0,50,20,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,40,50,40,40,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,40,0,0,50,0,0,0,40,0,40,40,40,0,0,0,40,0,50,40,0,0,40,20,0,0,40,40,0,0,30,20,40,0,40,0,40,20,0,40,50,30,50,40,30,0,40,40,30,40,30,20,50,30
Organizational Psychology,"Assess, diagnose, and influence organizational culture and work atmosphere.",Organizational Culture Assessment and Intervention,5,20,50,50,0,50,0,0,0,0,50,20,0,0,0,0,40,30,0,0,0,50,0,0,0,0,0,40,60,50,50,50,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,30,50,0,0,50,40,30,0,50,0,50,50,40,0,0,0,50,40,50,40,0,0,40,20,0,0,50,50,0,0,40,0,50,0,40,40,40,20,0,50,50,40,50,40,30,40,40,40,40,50,40,30,50,40
Organizational Psychology,Design and implement competency development and training programs.,Training Program Design and Delivery,5,20,40,50,50,50,0,0,0,50,50,40,30,30,0,0,40,0,0,0,0,40,0,0,0,0,0,40,40,50,40,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,50,0,40,0,50,50,40,30,0,40,30,50,40,40,0,0,0,40,40,50,40,40,0,50,30,0,0,40,40,0,0,30,40,40,30,40,50,40,30,0,40,50,40,40,40,30,0,40,40,30,40,30,30,40,30
Organizational Psychology,Develop and execute strategies for employee retention and engagement.,Employee Retention and Engagement Strategy,5,20,40,50,40,50,0,0,0,0,50,20,0,0,0,0,40,30,0,0,0,40,0,0,0,0,0,40,50,40,40,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,40,0,0,50,40,30,0,40,0,40,40,40,0,0,0,40,0,50,40,0,0,40,0,0,0,40,40,0,0,30,20,40,0,40,0,40,20,0,40,50,30,50,40,30,0,40,40,30,40,30,20,50,30
Organizational Psychology,Apply organizational psychology principles to solve real-world business challenges.,Applied Organizational Psychology Problem Solving,5,30,40,60,0,60,0,0,0,0,60,30,0,0,0,0,0,0,0,40,0,0,0,0,30,0,0,40,50,40,50,50,0,0,50,40,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,40,0,0,50,0,0,0,40,0,50,40,0,0,0,0,50,0,60,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,0,50,30,0,50,60,40,40,40,0,50,40,50,40,40,40,30,40,40
Organizational Psychology,Conduct in-depth analyses of complex organizational psychology issues.,Advanced Organizational Psychology Analysis,6,30,40,60,0,60,0,0,0,0,60,30,0,0,0,30,40,0,0,50,0,0,0,50,40,0,0,0,50,0,60,60,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0,40,0,40,0,40,0,50,50,0,0,0,0,50,40,60,40,0,0,40,0,0,0,60,50,0,0,0,0,0,0,50,0,50,40,0,0,60,50,30,30,40,50,40,40,50,0,40,30,0,40
Organizational Psychology,Propose and justify practical solutions based on current organizational psychology theories.,Theory-Driven Solution Proposal,6,30,40,60,0,60,0,0,0,0,60,30,0,0,0,0,0,40,0,0,0,50,0,0,40,0,0,40,40,50,50,50,0,0,0,50,0,0,0,0,60,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,50,0,0,0,40,0,50,40,0,0,0,0,50,40,60,0,0,0,40,0,0,0,50,50,0,0,40,0,50,0,50,0,60,30,0,50,60,40,40,30,0,50,40,50,40,40,30,30,40,30
Organizational Psychology,Evaluate the effectiveness of organizational interventions and changes.,Organizational Intervention Evaluation,6,30,40,60,0,60,0,0,0,0,60,30,0,0,0,40,50,0,0,40,0,0,0,50,40,0,0,0,40,50,60,60,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,50,0,0,50,0,40,0,40,40,60,50,0,0,0,0,50,40,60,50,0,0,50,0,0,0,60,50,0,0,40,0,40,0,50,0,50,40,0,50,60,50,30,30,40,50,40,40,50,40,40,30,0,40
Organizational Psychology,Contribute to human resource strategies from a psychological and behavioral perspective.,Strategic HR Contribution with Psychological Insight,6,40,0,0,0,60,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,40,40,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,50,0,0,0,60,0,0,0,0,0,0,40,0,40,0,0,0,0
Organizational Psychology,"Advise management on issues related to employee well-being, performance, and organizational change.",Organizational Psychology Consulting and Advisory,6,0,50,60,0,60,0,0,0,0,60,0,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,40,50,50,0,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,50,0,0,50,0,0,0,40,0,0,0,0,0,0,0,50,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,40,50,0,0,0,0
Final Assignment,Integrate knowledge and skills from all program modules to complete a comprehensive final project.,Holistic Program Integration and Project Management,6,40,0,60,0,60,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,50,0,50,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,50,0,60,0,0,0,60,0,0,0,0,50,50,0,0,0,40,0,0,0
Final Assignment,"Present findings, analyses, and actionable recommendations from a practical organizational psychology case study.",Professional Presentation and Communication of Organizational Psychology Insights,6,0,40,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,50,60,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,40,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,40,0,40
